Stack A: (Value | Rank): [                  Stack B: (Value | Rank): [
              5263 | 263                                    
              3017 | 154                                    
              8965 | 445                                    
              7480 | 385                                    
              9093 | 457                                    
              171 | 17                                    
              4036 | 201                                    
              3988 | 197                                    
              5036 | 258                                    
              1296 | 68                                    
              216 | 20                                    
              9516 | 478                                    
              9556 | 480                                    
              4369 | 221                                    
              8534 | 428                                    
              1871 | 95                                    
              4058 | 202                                    
              788 | 46                                    
              6610 | 334                                    
              3099 | 161                                    
              6740 | 343                                    
              4466 | 226                                    
              5576 | 277                                    
              3183 | 165                                    
              9226 | 463                                    
              7685 | 390                                    
              6370 | 318                                    
              863 | 49                                    
              6938 | 357                                    
              6573 | 331                                    
              5400 | 272                                    
              9329 | 470                                    
              81 | 6                                    
              9253 | 464                                    
              7082 | 363                                    
              8401 | 421                                    
              6183 | 306                                    
              6388 | 319                                    
              4148 | 211                                    
              7452 | 384                                    
              546 | 36                                    
              6250 | 308                                    
              8385 | 420                                    
              9258 | 465                                    
              6100 | 299                                    
              982 | 56                                    
              6865 | 351                                    
              6889 | 353                                    
              8404 | 422                                    
              9063 | 453                                    
              7998 | 402                                    
              6819 | 348                                    
              7359 | 379                                    
              4599 | 235                                    
              6967 | 359                                    
              9166 | 461                                    
              1450 | 74                                    
              6660 | 337                                    
              4594 | 234                                    
              8746 | 438                                    
              1267 | 66                                    
              760 | 44                                    
              4421 | 222                                    
              4294 | 216                                    
              63 | 3                                    
              1005 | 58                                    
              2426 | 124                                    
              3743 | 186                                    
              6303 | 312                                    
              2120 | 109                                    
              6493 | 326                                    
              3042 | 158                                    
              1605 | 83                                    
              9299 | 467                                    
              6920 | 356                                    
              8805 | 440                                    
              3620 | 179                                    
              8921 | 444                                    
              5958 | 293                                    
              6307 | 313                                    
              5950 | 292                                    
              6481 | 325                                    
              1658 | 88                                    
              8183 | 409                                    
              1842 | 94                                    
              2917 | 149                                    
              9499 | 477                                    
              6169 | 303                                    
              2136 | 111                                    
              469 | 31                                    
              2963 | 152                                    
              6732 | 342                                    
              9882 | 496                                    
              4487 | 229                                    
              1742 | 89                                    
              2811 | 142                                    
              5781 | 289                                    
              6762 | 345                                    
              114 | 8                                    
              4814 | 245                                    
              3632 | 181                                    
              4017 | 199                                    
              7123 | 367                                    
              8876 | 441                                    
              5375 | 269                                    
              9023 | 450                                    
              7792 | 397                                    
              9217 | 462                                    
              2888 | 144                                    
              374 | 25                                    
              7643 | 387                                    
              8104 | 404                                    
              9066 | 454                                    
              1435 | 72                                    
              7656 | 389                                    
              2405 | 122                                    
              9567 | 481                                    
              6500 | 327                                    
              6347 | 316                                    
              2734 | 136                                    
              8629 | 432                                    
              4080 | 204                                    
              4243 | 214                                    
              9035 | 451                                    
              161 | 14                                    
              3607 | 178                                    
              3159 | 164                                    
              4350 | 219                                    
              4147 | 210                                    
              9072 | 455                                    
              4470 | 227                                    
              6399 | 321                                    
              9682 | 484                                    
              5708 | 285                                    
              1937 | 100                                    
              5756 | 288                                    
              1821 | 93                                    
              2342 | 118                                    
              3817 | 188                                    
              112 | 7                                    
              6774 | 346                                    
              6884 | 352                                    
              5030 | 256                                    
              5357 | 268                                    
              1460 | 76                                    
              4139 | 209                                    
              1091 | 61                                    
              4126 | 207                                    
              5288 | 265                                    
              4642 | 238                                    
              131 | 9                                    
              6659 | 336                                    
              1437 | 73                                    
              516 | 34                                    
              7176 | 369                                    
              6900 | 354                                    
              8636 | 433                                    
              8605 | 430                                    
              1896 | 99                                    
              9823 | 491                                    
              9307 | 469                                    
              1358 | 69                                    
              5507 | 275                                    
              9304 | 468                                    
              9961 | 499                                    
              9398 | 473                                    
              2023 | 104                                    
              4932 | 251                                    
              6533 | 328                                    
              4949 | 253                                    
              2418 | 123                                    
              9116 | 458                                    
              5592 | 279                                    
              7273 | 376                                    
              3621 | 180                                    
              7736 | 394                                    
              3514 | 176                                    
              167 | 16                                    
              4724 | 240                                    
              2210 | 112                                    
              2901 | 147                                    
              33 | 0                                    
              3925 | 192                                    
              4703 | 239                                    
              3695 | 185                                    
              5390 | 270                                    
              80 | 5                                    
              1237 | 65                                    
              6755 | 344                                    
              3938 | 193                                    
              9042 | 452                                    
              6824 | 349                                    
              71 | 4                                    
              2663 | 131                                    
              3038 | 157                                    
              5815 | 291                                    
              3290 | 169                                    
              3114 | 162                                    
              9788 | 488                                    
              5292 | 266                                    
              2900 | 146                                    
              1227 | 64                                    
              2897 | 145                                    
              2731 | 134                                    
              3643 | 182                                    
              2045 | 106                                    
              4471 | 228                                    
              1765 | 91                                    
              9397 | 472                                    
              5750 | 286                                    
              8200 | 411                                    
              7793 | 398                                    
              3011 | 153                                    
              4019 | 200                                    
              158 | 13                                    
              6252 | 309                                    
              4828 | 247                                    
              7264 | 374                                    
              4519 | 230                                    
              3050 | 159                                    
              7151 | 368                                    
              7185 | 371                                    
              5262 | 262                                    
              6681 | 339                                    
              7874 | 400                                    
              7189 | 372                                    
              6369 | 317                                    
              2279 | 115                                    
              1636 | 86                                    
              6558 | 329                                    
              1609 | 84                                    
              5008 | 254                                    
              1743 | 90                                    
              6137 | 300                                    
              4158 | 212                                    
              1494 | 79                                    
              6077 | 298                                    
              3157 | 163                                    
              4820 | 246                                    
              8966 | 446                                    
              7072 | 362                                    
              1872 | 96                                    
              4129 | 208                                    
              7201 | 373                                    
              5698 | 284                                    
              8138 | 407                                    
              9487 | 476                                    
              9829 | 493                                    
              4427 | 223                                    
              3370 | 172                                    
              6461 | 322                                    
              9840 | 495                                    
              5303 | 267                                    
              6051 | 297                                    
              5583 | 278                                    
              3227 | 167                                    
              4219 | 213                                    
              8783 | 439                                    
              3411 | 174                                    
              6570 | 330                                    
              5996 | 296                                    
              2740 | 137                                    
              5463 | 273                                    
              8670 | 436                                    
              3965 | 194                                    
              8114 | 405                                    
              223 | 21                                    
              4879 | 249                                    
              9083 | 456                                    
              1776 | 92                                    
              4789 | 242                                    
              6140 | 301                                    
              5012 | 255                                    
              733 | 43                                    
              5145 | 259                                    
              4572 | 233                                    
              7723 | 393                                    
              8664 | 435                                    
              1572 | 81                                    
              2122 | 110                                    
              288 | 22                                    
              2303 | 117                                    
              314 | 24                                    
              996 | 57                                    
              2553 | 127                                    
              151 | 12                                    
              1623 | 85                                    
              8896 | 442                                    
              8450 | 425                                    
              2352 | 119                                    
              2427 | 125                                    
              7104 | 365                                    
              5981 | 295                                    
              5800 | 290                                    
              6319 | 314                                    
              6258 | 310                                    
              7382 | 382                                    
              3894 | 189                                    
              9118 | 459                                    
              136 | 10                                    
              9956 | 498                                    
              925 | 52                                    
              9534 | 479                                    
              3314 | 170                                    
              7782 | 395                                    
              8650 | 434                                    
              440 | 29                                    
              6719 | 340                                    
              1598 | 82                                    
              4105 | 206                                    
              1425 | 71                                    
              7361 | 380                                    
              823 | 48                                    
              2788 | 140                                    
              482 | 32                                    
              9462 | 475                                    
              6168 | 302                                    
              3395 | 173                                    
              1363 | 70                                    
              9705 | 485                                    
              8150 | 408                                    
              897 | 50                                    
              8495 | 427                                    
              9825 | 492                                    
              771 | 45                                    
              5279 | 264                                    
              9366 | 471                                    
              2252 | 113                                    
              1888 | 98                                    
              6673 | 338                                    
              7271 | 375                                    
              3673 | 183                                    
              50 | 2                                    
              389 | 28                                    
              2041 | 105                                    
              2362 | 121                                    
              376 | 26                                    
